epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,9505.95,0.98684,0.54559,2.1511,0.99394,0.98383,0.9948,0.95146,0.57659,0.26405,1.78577,0.0006932,0.0006932,0.0006932
68,9641.24,0.96462,0.53208,2.13892,0.9914,0.9952,0.99483,0.94922,0.58683,0.2629,1.78956,0.0006734,0.0006734,0.0006734
69,9777.56,0.96537,0.54698,2.15134,0.98337,0.99359,0.99461,0.94991,0.58464,0.27003,1.78865,0.0006536,0.0006536,0.0006536
70,9912.14,0.95918,0.52544,2.13608,0.98495,0.9904,0.99464,0.94997,0.57701,0.26515,1.77988,0.0006338,0.0006338,0.0006338
71,10046,0.9469,0.51449,2.11516,0.98889,0.9916,0.99477,0.9561,0.56515,0.25847,1.76886,0.000614,0.000614,0.000614
72,10182.4,0.94394,0.52144,2.1286,0.9784,0.9916,0.99449,0.95605,0.55094,0.25988,1.77009,0.0005942,0.0005942,0.0005942
73,10318.9,0.93034,0.50946,2.13135,0.98341,0.9916,0.99471,0.9547,0.57402,0.26352,1.77927,0.0005744,0.0005744,0.0005744
74,10455.8,0.94202,0.50512,2.12293,0.98876,0.994,0.99479,0.95272,0.56973,0.26474,1.78541,0.0005546,0.0005546,0.0005546
75,10589.3,0.9549,0.51022,2.14739,0.98992,0.97959,0.99438,0.95198,0.55164,0.26453,1.76274,0.0005348,0.0005348,0.0005348
76,10724.2,0.9172,0.50711,2.10921,0.98805,0.97959,0.99398,0.95433,0.55223,0.2659,1.76497,0.000515,0.000515,0.000515
77,10859.3,0.91855,0.50252,2.1218,0.99136,0.9952,0.99488,0.95727,0.56996,0.2605,1.7708,0.0004952,0.0004952,0.0004952
78,10995.8,0.89231,0.48006,2.10463,0.99011,0.988,0.99481,0.9549,0.55155,0.25319,1.76894,0.0004754,0.0004754,0.0004754
79,11131.3,0.88232,0.47602,2.08538,0.98832,0.9952,0.99439,0.95487,0.55322,0.25769,1.76244,0.0004556,0.0004556,0.0004556
80,11268,0.88026,0.4827,2.09607,0.98565,0.98924,0.99456,0.96045,0.52806,0.25212,1.7366,0.0004358,0.0004358,0.0004358
81,11404,0.89546,0.4801,2.0918,0.98148,0.9976,0.9947,0.95893,0.53798,0.24981,1.74641,0.000416,0.000416,0.000416
82,11539.2,0.8802,0.47665,2.1029,0.98586,0.9916,0.9945,0.95886,0.5323,0.24177,1.74019,0.0003962,0.0003962,0.0003962
83,11675.4,0.86244,0.47762,2.08596,0.9789,0.98679,0.99339,0.95721,0.53657,0.26859,1.74571,0.0003764,0.0003764,0.0003764
84,11812.8,0.85564,0.46087,2.07128,0.99154,0.98458,0.99476,0.96207,0.52118,0.24191,1.72878,0.0003566,0.0003566,0.0003566
85,11950.1,0.86458,0.46433,2.08533,0.98225,0.99631,0.99419,0.95847,0.53036,0.2467,1.73818,0.0003368,0.0003368,0.0003368
86,12085,0.83731,0.44945,2.06767,0.99866,0.98679,0.99489,0.96078,0.51804,0.22336,1.73183,0.000317,0.000317,0.000317
87,12222,0.86202,0.47233,2.08862,0.98868,0.9892,0.99479,0.96434,0.51412,0.23295,1.728,0.0002972,0.0002972,0.0002972
88,12360.1,0.85443,0.46814,2.06919,0.98927,0.99596,0.99489,0.96318,0.51811,0.23481,1.72454,0.0002774,0.0002774,0.0002774
89,12497.3,0.83569,0.4453,2.06507,0.9924,0.994,0.99493,0.96365,0.52029,0.23319,1.72751,0.0002576,0.0002576,0.0002576
90,12631.9,0.81928,0.45855,2.05552,0.991,0.98679,0.99472,0.96478,0.49897,0.22741,1.71389,0.0002378,0.0002378,0.0002378
91,12802.3,0.50393,0.25873,1.89672,0.99386,0.9892,0.99484,0.9635,0.5214,0.2275,1.72466,0.000218,0.000218,0.000218
92,12938.2,0.48289,0.23989,1.88605,0.99156,0.98691,0.99409,0.96322,0.51062,0.23803,1.72163,0.0001982,0.0001982,0.0001982
93,13075.3,0.47533,0.23131,1.87321,0.99278,0.99023,0.99483,0.96698,0.48998,0.22357,1.70091,0.0001784,0.0001784,0.0001784
94,13212.3,0.46326,0.22327,1.85996,0.98567,0.9928,0.99461,0.96664,0.49814,0.23194,1.70934,0.0001586,0.0001586,0.0001586
95,13348.9,0.46957,0.22767,1.86801,0.98912,0.98225,0.99451,0.96577,0.4968,0.23294,1.70317,0.0001388,0.0001388,0.0001388
96,13485.1,0.44836,0.21312,1.8418,0.98212,0.98884,0.99463,0.96734,0.47845,0.22402,1.68792,0.000119,0.000119,0.000119
97,13622.1,0.43829,0.21246,1.85068,0.99038,0.98866,0.99471,0.96945,0.47638,0.21918,1.68616,9.92e-05,9.92e-05,9.92e-05
98,13760.1,0.44398,0.2162,1.83671,0.99398,0.99149,0.99492,0.97054,0.47194,0.20953,1.68523,7.94e-05,7.94e-05,7.94e-05
99,13895.5,0.43796,0.21239,1.83344,0.99638,0.99014,0.99472,0.96958,0.46973,0.21247,1.68451,5.96e-05,5.96e-05,5.96e-05
100,14031.6,0.42772,0.20805,1.84435,0.98345,0.9928,0.99474,0.96961,0.47228,0.21929,1.68749,3.98e-05,3.98e-05,3.98e-05
