epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,3652.84,1.33709,0.81424,2.35905,0.95619,0.96948,0.98889,0.88509,0.90442,0.4471,2.10272,0.0015644,0.0015644,0.0015644
24,3791.89,1.31982,0.79128,2.35876,0.9665,0.98079,0.99288,0.88863,0.86071,0.39923,2.04933,0.0015446,0.0015446,0.0015446
25,3929.77,1.2911,0.77478,2.35945,0.97075,0.96999,0.99204,0.89924,0.84158,0.40681,2.05773,0.0015248,0.0015248,0.0015248
26,4067.83,1.29984,0.76664,2.34684,0.96896,0.97359,0.99244,0.89051,0.81967,0.39856,2.01882,0.001505,0.001505,0.001505
27,4206.11,1.3206,0.79099,2.36036,0.97099,0.96158,0.99269,0.8951,0.85514,0.42345,2.04633,0.0014852,0.0014852,0.0014852
28,4343.06,1.2946,0.75099,2.34966,0.97463,0.95198,0.99132,0.87939,0.92963,0.44711,2.1184,0.0014654,0.0014654,0.0014654
29,4478.91,1.22951,0.73385,2.31653,0.98147,0.95798,0.99223,0.91846,0.74778,0.3417,1.96207,0.0014456,0.0014456,0.0014456
30,4614.72,1.25419,0.73866,2.32679,0.97374,0.96639,0.99219,0.91031,0.79458,0.36667,2.02817,0.0014258,0.0014258,0.0014258
31,4752.29,1.24941,0.7144,2.31583,0.97138,0.97779,0.9932,0.90639,0.81134,0.37414,2.01456,0.001406,0.001406,0.001406
32,4890.39,1.25048,0.73168,2.32694,0.97795,0.95918,0.99245,0.89674,0.80625,0.39613,2.08168,0.0013862,0.0013862,0.0013862
33,5028.42,1.2299,0.70667,2.31343,0.98067,0.97433,0.99335,0.90249,0.79927,0.3804,2.00991,0.0013664,0.0013664,0.0013664
34,5166.43,1.24005,0.72035,2.31442,0.97159,0.97479,0.99331,0.91901,0.75268,0.35066,1.95598,0.0013466,0.0013466,0.0013466
35,5304.16,1.22595,0.70979,2.30012,0.9668,0.97876,0.99302,0.91291,0.77688,0.3994,2.01021,0.0013268,0.0013268,0.0013268
36,5441.9,1.22227,0.6981,2.31008,0.96673,0.97656,0.99284,0.91198,0.74003,0.38559,1.94914,0.001307,0.001307,0.001307
37,5581.26,1.18907,0.67681,2.28017,0.98178,0.97013,0.9936,0.92061,0.73655,0.35226,1.94948,0.0012872,0.0012872,0.0012872
38,5719.43,1.14775,0.66584,2.26496,0.98539,0.98319,0.99433,0.92677,0.71058,0.34136,1.92877,0.0012674,0.0012674,0.0012674
39,5860.94,1.17716,0.67601,2.27939,0.97969,0.98423,0.99399,0.92888,0.69438,0.33195,1.92314,0.0012476,0.0012476,0.0012476
40,6009.96,1.15398,0.64429,2.25155,0.98254,0.9892,0.99445,0.93045,0.70466,0.31769,1.9127,0.0012278,0.0012278,0.0012278
41,6150.02,1.178,0.67094,2.25664,0.98674,0.98241,0.99442,0.92434,0.73867,0.34022,1.94351,0.001208,0.001208,0.001208
42,6290.15,1.14858,0.66177,2.25052,0.98059,0.96519,0.99286,0.92098,0.72442,0.35008,1.936,0.0011882,0.0011882,0.0011882
43,6428.27,1.17854,0.66228,2.25124,0.97825,0.98199,0.99403,0.92959,0.70422,0.33998,1.91135,0.0011684,0.0011684,0.0011684
44,6565.88,1.15491,0.674,2.25736,0.96946,0.99091,0.99331,0.93034,0.68642,0.33684,1.9084,0.0011486,0.0011486,0.0011486
45,6703.58,1.14974,0.65875,2.25599,0.97961,0.97839,0.99306,0.93015,0.70051,0.33437,1.93074,0.0011288,0.0011288,0.0011288
46,6841.23,1.11911,0.63101,2.2422,0.98873,0.98559,0.99458,0.94366,0.6297,0.27808,1.84765,0.001109,0.001109,0.001109
47,6985.38,1.10786,0.63551,2.23508,0.97753,0.9922,0.9945,0.93718,0.65939,0.30667,1.88633,0.0010892,0.0010892,0.0010892
48,7123.43,1.12172,0.61944,2.22759,0.99153,0.9833,0.99459,0.93866,0.64034,0.29458,1.85627,0.0010694,0.0010694,0.0010694
49,7274.41,1.10322,0.62107,2.23377,0.98503,0.9904,0.99464,0.93778,0.61243,0.29169,1.81615,0.0010496,0.0010496,0.0010496
50,7432.46,1.07082,0.59492,2.20075,0.98677,0.98471,0.99451,0.94433,0.62699,0.28503,1.83519,0.0010298,0.0010298,0.0010298
51,7583.75,1.08975,0.61316,2.23022,0.9796,0.98079,0.99403,0.92866,0.69907,0.32449,1.89167,0.00101,0.00101,0.00101
52,7734.01,1.09972,0.61938,2.23814,0.98903,0.97428,0.99429,0.93526,0.65604,0.3078,1.8706,0.0009902,0.0009902,0.0009902
53,7881.48,1.082,0.59621,2.2035,0.9829,0.96879,0.99335,0.94048,0.64069,0.31747,1.8484,0.0009704,0.0009704,0.0009704
54,8036.91,1.07677,0.59667,2.21157,0.97413,0.96879,0.99272,0.92415,0.66549,0.34892,1.86595,0.0009506,0.0009506,0.0009506
55,8194.61,1.06357,0.59559,2.20481,0.99729,0.97479,0.99451,0.93466,0.65026,0.31073,1.85489,0.0009308,0.0009308,0.0009308
56,8352.2,1.04572,0.59915,2.19112,0.99021,0.97127,0.99429,0.93392,0.63679,0.31397,1.84024,0.000911,0.000911,0.000911
57,8502.32,1.03463,0.58452,2.18543,0.99114,0.97479,0.99418,0.94564,0.60547,0.28976,1.81078,0.0008912,0.0008912,0.0008912
58,8664.02,1.06376,0.58487,2.2181,0.9798,0.98679,0.9943,0.94435,0.60609,0.28269,1.8058,0.0008714,0.0008714,0.0008714
59,8824.54,1.03322,0.57889,2.17236,0.98452,0.99236,0.99387,0.94016,0.60948,0.29191,1.82145,0.0008516,0.0008516,0.0008516
60,8990.08,1.0212,0.57331,2.18224,0.98428,0.9771,0.99421,0.9502,0.5878,0.29306,1.80559,0.0008318,0.0008318,0.0008318
61,9152.35,1.00025,0.55113,2.16137,0.99513,0.98127,0.99467,0.94852,0.57887,0.27268,1.78544,0.000812,0.000812,0.000812
62,9316.96,0.9921,0.56054,2.15358,0.98923,0.99263,0.99458,0.94303,0.60444,0.27229,1.80342,0.0007922,0.0007922,0.0007922
63,9477.24,1.00768,0.57,2.16653,0.98918,0.98812,0.99478,0.94672,0.58998,0.27707,1.81084,0.0007724,0.0007724,0.0007724
64,9643.86,0.96576,0.53225,2.13984,0.98192,0.97815,0.99109,0.94385,0.59276,0.29385,1.80008,0.0007526,0.0007526,0.0007526
65,9792.13,0.9755,0.55057,2.15058,0.98853,0.9892,0.99336,0.94795,0.58538,0.27329,1.8039,0.0007328,0.0007328,0.0007328
66,9936.72,0.99162,0.57117,2.14439,0.98456,0.9892,0.99433,0.94636,0.59941,0.27872,1.81041,0.000713,0.000713,0.000713
67,10100.1,0.98534,0.55043,2.15569,0.98983,0.97599,0.99349,0.93852,0.64874,0.30077,1.8393,0.0006932,0.0006932,0.0006932
68,10264.6,0.98988,0.54167,2.17166,0.99278,0.991,0.9949,0.95482,0.57418,0.25566,1.7763,0.0006734,0.0006734,0.0006734
69,10426.9,1.00554,0.54339,2.16074,0.99515,0.98539,0.99483,0.95158,0.58582,0.26166,1.79481,0.0006536,0.0006536,0.0006536
70,10590.5,0.94818,0.51534,2.13174,0.98671,0.9904,0.99473,0.95053,0.56907,0.25897,1.77079,0.0006338,0.0006338,0.0006338
71,10745.4,0.94101,0.51389,2.12065,0.99158,0.98976,0.99478,0.94922,0.59696,0.26883,1.79353,0.000614,0.000614,0.000614
72,10901,0.93803,0.51844,2.11977,0.99519,0.99259,0.99453,0.95576,0.55081,0.2492,1.75093,0.0005942,0.0005942,0.0005942
73,11064,0.93322,0.50113,2.11859,0.99055,0.9952,0.9949,0.95869,0.53961,0.23749,1.74866,0.0005744,0.0005744,0.0005744
74,11207,0.90026,0.49236,2.09454,0.99039,0.98945,0.99481,0.95971,0.53244,0.23714,1.73834,0.0005546,0.0005546,0.0005546
75,11356.4,0.91418,0.51314,2.11301,0.98918,0.98742,0.99433,0.95357,0.55887,0.24999,1.76087,0.0005348,0.0005348,0.0005348
76,11492.1,0.90606,0.49137,2.10064,0.98919,0.98893,0.99472,0.95908,0.53998,0.24179,1.74868,0.000515,0.000515,0.000515
77,11641.1,0.93254,0.50302,2.12639,0.98927,0.99587,0.99477,0.95563,0.55333,0.24269,1.75096,0.0004952,0.0004952,0.0004952
78,11779.4,0.91864,0.49858,2.12462,0.98471,0.9976,0.99471,0.95916,0.53361,0.24327,1.73478,0.0004754,0.0004754,0.0004754
79,11916.2,0.90949,0.4975,2.09403,0.98899,0.9952,0.99484,0.95997,0.53114,0.237,1.7417,0.0004556,0.0004556,0.0004556
80,12053,0.88763,0.47736,2.09048,0.98719,0.9952,0.99481,0.95676,0.54323,0.25006,1.74673,0.0004358,0.0004358,0.0004358
81,12185.3,0.89315,0.49531,2.09893,0.99556,0.9904,0.99498,0.96071,0.52188,0.23371,1.72419,0.000416,0.000416,0.000416
82,12319.1,0.86269,0.46999,2.08314,0.99279,0.99173,0.9949,0.96284,0.52703,0.23073,1.7323,0.0003962,0.0003962,0.0003962
83,12451.3,0.88194,0.47636,2.09331,0.994,0.99496,0.99495,0.96341,0.52742,0.23205,1.7281,0.0003764,0.0003764,0.0003764
84,12584.1,0.86321,0.46267,2.08182,0.99636,0.98698,0.99478,0.96215,0.5325,0.23124,1.73938,0.0003566,0.0003566,0.0003566
85,12721.1,0.85816,0.4713,2.06995,0.99637,0.98921,0.99495,0.9622,0.52079,0.233,1.72509,0.0003368,0.0003368,0.0003368
86,12853.5,0.84959,0.46018,2.07781,0.99399,0.99316,0.99456,0.96231,0.51229,0.23508,1.72287,0.000317,0.000317,0.000317
87,12987.1,0.84357,0.46019,2.08715,0.99282,0.99627,0.99498,0.96661,0.50378,0.22206,1.71607,0.0002972,0.0002972,0.0002972
88,13138.5,0.84186,0.4535,2.06889,0.98927,0.99607,0.99483,0.96501,0.49977,0.23074,1.70894,0.0002774,0.0002774,0.0002774
89,13297,0.8144,0.44645,2.05784,0.99632,0.9952,0.99499,0.96857,0.49569,0.21537,1.69849,0.0002576,0.0002576,0.0002576
90,13440.3,0.80837,0.44753,2.05058,0.99186,0.9904,0.99484,0.96679,0.49581,0.22119,1.69863,0.0002378,0.0002378,0.0002378
91,13616.1,0.4863,0.24547,1.89201,0.99758,0.98956,0.99498,0.96354,0.49755,0.22311,1.71531,0.000218,0.000218,0.000218
92,13757.9,0.48345,0.24083,1.87978,0.99207,0.9916,0.99485,0.96852,0.48952,0.22667,1.7013,0.0001982,0.0001982,0.0001982
93,13898.3,0.47848,0.23927,1.87262,0.99043,0.99418,0.99493,0.96812,0.48318,0.21308,1.70598,0.0001784,0.0001784,0.0001784
94,14043.8,0.47397,0.22881,1.86069,0.99636,0.98632,0.99486,0.96948,0.4842,0.21938,1.69694,0.0001586,0.0001586,0.0001586
95,14187.1,0.46082,0.21916,1.85914,0.9971,0.9952,0.99498,0.96723,0.49432,0.21274,1.70397,0.0001388,0.0001388,0.0001388
96,14326,0.44968,0.21707,1.83338,0.99517,0.98926,0.99495,0.97039,0.47261,0.20718,1.68419,0.000119,0.000119,0.000119
97,14476.8,0.44767,0.21495,1.84743,0.99044,0.9953,0.99494,0.97054,0.4748,0.20979,1.68551,9.92e-05,9.92e-05,9.92e-05
98,14637.2,0.43362,0.21057,1.83176,0.9969,0.9964,0.99498,0.97146,0.47369,0.20291,1.68709,7.94e-05,7.94e-05,7.94e-05
99,14792.6,0.43304,0.20906,1.83942,0.99312,0.9916,0.99493,0.97169,0.46958,0.21311,1.68152,5.96e-05,5.96e-05,5.96e-05
100,14943.5,0.42185,0.20666,1.8301,0.99195,0.9964,0.99495,0.97205,0.46581,0.20104,1.67839,3.98e-05,3.98e-05,3.98e-05
